,video_id,comments,num_comments
10,L59jXhtPvNM,"['Dr Berg should start his own healthy keto version of fast food called \n*Berger King!*', 'The laxative is to give the impression of a smooth digestion 😅', 'The ""healthy"" ingredient might be the paper bag, at least it\'s recyclable 😅', ""FDA approval doesn't make any difference 😆"", ""I don't understand why vegetarians insist on making their vegetables look like meat"", ""Safety tests only ran 28 days?\nGuess what ELSE was released to the public that fast? Don't worry, I'll wait! 😂"", 'Sounds like the studies done on the vax...', 'Every invention from the industry is getting creepier 😮', 'When I see Impossible meat advertised at a restaurant, that means ""turn around and go somewhere else.""', ""The laxative is important so customers don't die too quickly after eating one.  Laxative makes sure the poison doesn't stay in the body for too long."", 'More toxic burger impossible 😮.  Your humour is always refreshing, Dr Berg.  Thank you.', 'Goal is reduce cows, not increased health. 😂', 'Poison delivered thru a Drive up Window', ""Safe and effective. Sounds familiar 😮😅.  I knew from the start i wouldn't take the jabby jab, just like i knew i would never try this impossible crappy burger.  Ive been reading food labels for 21 years.  You can't fool me 😃👍"", 'I had one impossible burger and it smelled and tasted like plastic, never again', 'As I am thinking to myself, ""this burger sounds like the plot to a zombie movie"" Dr. Berg says, ""the study was only run for 28 days.""\n\n28 Days Later?', 'and then i was called conspiracy theorist and crazy for saying that those ingredients are not HEALTHY.', 'Sounds like the perfect food for an enemy 🤨', 'Just cooked a big pot of homemade food for my cat - turkey, liver, eggs, sardines & broccoli, which I would sooner eat than one of these ""I\'m-puzzled"" burgers. 🤔🍔', ""For God's sake, Doc, don't put that sh!t in your mouth.  We need you here!"", 'Impossible burger for me to purchase 😂', 'Impossible.....to convince me that hot garbage is healthy', 'Impossible burger keeping you big as hell']",23
11,A2x33zFsTLA,"[""Love this guy. The work he does can't be underscored enough. 👍👍"", 'I love how you give us complete info on your shorts. It actually leads us to the longer videos, instead of how others post 2hr long videos for sales.', 'I was on Nexium for 20 years because my acid reflux was so bad. I stopped eating everything and went hard core Keto January 2022. I stopped my Nexium within a few day….FOREVER. I NEVER EVER have reflux anymore. I used to live to eat…Now I eat to live.', 'Absolutely true.  It was my problem and your advice fixed it.  Thank you, Dr Berg 🙏🏻', 'My heartburn cured 7 years ago after I lost 60 lbs by intermittent fasting and keto, also by using more vinegar and salt daily. Thanks again for sharing your insights and expertise, Dr Berg, take care bye 😊']",5
12,afWHeLiejPY,"['This guy is a gift to humanity…I can see why he is so popular. My daughters told me about Dr.Berg..I’m hooked…Lieutenant General Bryan Maxwell. USMC ( Retired )…🇺🇸🇺🇸🇺🇸', 'I love when Dr Berg says pancakes waffles crackers cookies etc 😂😂', 'I’ve followed this since January, and I’m down 26 pounds! I feel so much better too!', ""Tip 1) Essential\nTip 2) Real hunger presents as lightheadedness, if that's the case, EAT. Otherwise, go for a walk or something until mealtime. \nTip 3) Key"", 'I have watched almost all Dr Bergs videos and wow, I was 65.75kg in January, I am now 60.20kg. Thank you Dr Berg. I still have my weekend cheat days but after intermittent fasting, even though it’s a cheat weekend, I can’t even eat like I used to, so I end up still involuntary fasting! 😂😅', 'During the covid 2020 lockdowns, I started having panic attacks about food shortages, how to avoid people, etc. I have been retired since 2012, so I really don\'t need to go a lot of places anyway. Then I discovered food delivery services so that I could avoid people. I began to eat out of stress, so I was ordering all sorts of comfort foods. Gained 20 pounds. After the covid drama died down, I went back to Keto, IF and OMAD and lost all the extra weight. If I ever feel tempted to stray from my healthy routine, I have a note taped to my computer that reads ""watch Dr. Berg"". Works great every time!\nI appreciate you so much, Dr. Berg. I could ""binge watch"" your vids for hours!', 'And take a tablespoon of aple cider vinegar with water when you wake up and before you go to bed. And take a magnesium pill before you go to bed. Good tip about the salt btw', 'I eat an organic salad nearly every day. I throw in spring mix, tomatoes, olives, avocado, chicken thighs, and blue cheese. Replacing the croutons with pork rinds brought the carbs down to ZERO.', 'Saw this food disorder documentary - this Dr was sitting at a table while this lady ate a lunch of her favorite food,  buttered cooked noodles. They chatted, she ate away, and every once in a while, he\'d ask her ""Are you still hungry?"" yes, ok keep eating, and she would. This went on for days of this lunch. He ask, she\'d keep eating until she was done.\nThen one day, he blindfolded her, and then handed her her bowl of pasta. They chatted, but this time,  the second time he asked her if she was still hungry, she paused, and said No. She looked at her half full bowl in surprise. And the next day, she ate quietly and just stopped on her own.', 'love that “pasta, bread yayeh yatah…….😂 thanks Dr. Berg❤😂', 'Dr Berg, you\'re a wonderful high skilled professional.\nLoved:  ""If you\'re not hungry, DON\'T EAT""\nThat was exceptionally well executed while zooming in looking straight at the camera.  Excellent work 👍🏻💖', ""I have read in the past that when you are dehydrated you can have the same feeling as when you are hungry. What this means is that if you don't have enough water and/or electrolytes in your system it may be harder for you not to eat."", 'Wonderful advice and it works, Dr Berg!  Stubborn belly fat I had was gone by following your guidelines.  Thank you ❤', 'Best advice ever for losing belly fat, Dr Berg.  Mine was gone by following your advice.  Thank you 🙏🏻', 'Thank you…you are great Dr. Berg.\n\nMay God bless you🙏🏼', 'I count myself as a big (no longer!) success story bc of this! Also, working out contributed to my success as well. 😊 Look better and feel great bc of it!']",16
13,ntQ5IbULu7U,"[""I wish I could have known this before my doctors advised me to have my gall bladder removed 24 years ago. Only this week, I realized that every chronic illness I've developed over the last quarter century is the result of a domino effect that began with the malfunctioning gall bladder & then its removal. If my doctors had known then what I know now, then things could have been done to heal my gall bladder rather than removing it, & I would be healthy today rather than being treated for multiple diagnoses."", 'Keto and diluted ACV with fresh lemon juice fixed gall bladder and right side uncomfort.  Thanks for your helpful advice, Dr Berg.', ""YES! Since June of last year, I began to have a pain in my neck, on the right side. A few months ago, I started taking Tudca, at 80 mg. a week ago I increased it to 2000 mg X 2/daily. Tonight, my neck pain is gone. Oh! and my Liver Specialist doesn't want to see me for 18 months. He says my liver is fine. When I first saw him about 3 years ago, I had Stage 4 Cirrhosis... That's gone too... Thanks for your videos. I watch them everyday. :-) They have helped me immensely.. I'll shut up now :-)"", 'Thank you, Dr Berg 👍🏻', 'My whole body hurts 😮', 'My Gallbladder is gone😢', 'Everything is on my left side']",7
14,W_8nrFXzw_4,"['I believed you Dr. Berg thank you I really cannot understand why my husband keeps on coughing until i gave him Mg and D3 he’s now well.', 'Dr. Berg… keep putting these big pharma ‘doctors’ in their place.']",2
15,pY1fV-P1YnI,"['Also, a study conducted during the pandemic showed that by taking just 1000iu of D3 per day (as a minimum), we reduce our chances of chest infection by 50%, whilst also reducing our risk of pneumonia by 70%', 'K2, D3 is removing tartar from my teeth too. Thats another benefit', 'I told my doctor I was taking 5,000 IU per day with K2, and he said, ""Oh, that\'s way too much!""  I told him to look at my test results, which are perfect, and that I\'ve been doing this for 2 years, so  ...', 'I wish I could save these shorts on a playlist.\n\nI have a playlist for my neighbor who is 90 and she has a flip phone. 😢\n\nShe comes over to watch videos I save for her and this one is important.', ""Doin' it, because I've listened to Dr Berg a long time!""]",5
16,6nnp1YJF1OA,"['Absolutely true.  MSG is a neurotoxin.  Love your sarcastic humour, Dr Berg ❤', 'Absolutely!  MSG also can cause nerve damage.  Love your humour, Dr Berg ❤', 'The very start and the end of this video 😂.  Your sarcasm is the best!   Loved it, Dr Berg ❤🎉', 'MSG makes me very sick. I can always tell when a restaurant has lied about not using it. Horrible abdominal pain and diarrhea consume me!', 'Protect this man at all costs', 'I won’t be eating fast food anymore…I have to take care of my temple!❤', 'And then he takes a bite 😂😂😂', 'In the days of eating a lot of ultra processed foods I used to wonder 💭 why I was always never full. I’d crave extra food to be filled. This is why']",8
17,DavA5kfaqaU,"['I make tea with cumin seed, funnel seed,ajwain seed, saffron, cardimum( elaichi) & cinnamon every day. Sometimes i add some lemon and green tea. Its best drink ever.', 'I add it to my coffee when brewing it. Tastes and smells wonderful.', 'Make sure to get the Ceylon cinnamon not the Saigon version. If you got it from your usual supermarket like Wal-Mart it was probably the Saigon. Ceylon is the more effective one.', 'i add half teaspoon of cinnamon  , half teaspoon of turmeric, little bit of lemon juice, and a bit of honey \nin My  apple cider vinegar .every morning  it’s my favorite drink in the morning 😋 so refreshing and delicious \nThank you Dr Berg 🤍', '""Celyon Cinnamon""', ""Use the Ceylon version, otherwise it's toxic in higher doses""]",6
18,nqpMzWGPxHo,"['Never go to gym when you have slept for less than 6-7 hours it destroys your heart', 'stress is also a big factor', 'I can attest to that ... especially since menopause ... I sleep between 4 - 6 hours a night because of work and home responsibilities .... and no matter what I do that weight persists']",3
19,o_SS8cGGFbI,[],0
20,yUNWFEiJb6I,"['I had been keto for years when I read about the manufacturing process for McD\'s fries. They\'re so saturated with pesticides when they\'re harvested that they have to be ""aired out"" in warehouses for 2-3 weeks before you can even be in the same room with them.', ""You know they are bad when ants won't even eat them😂😂😂"", ""I saw somewhere here on YT that they tested the carcinogens in a very small portion of fries, i believe it was under 200g, which were fried in fresh seed oil, which was heated for one hour before frying (which is important because the longer it's used, the worse it gets, restaurants often use it for several days). That small serving of fries had the carcinogenic equivalent of 27 cigarettes. Let that sink in."", ""The only time I ever use McDonald's or any fast food chain is when I need the toilet. Also stopped using seed oils and only use butter, ghee (I make it myself), coconut oil and extra virgin olive oil. Rarely eat out now so avoid it from those sources also."", ""I'm so proud of you for speaking up about this Sir !!!"", 'Canada banned hydrogenated oils in 2018. Super size (extra large) is also not allowed to be offered', 'These McDonald’s fries 🍟 should be completely banned permanently and for everyone’s health and longevity.', ""When frying with inflammatory seed oils they also release toxic compounds like aldehydes acrylamides etc. As well they suppress the immunity and lower metabolism. It's not just the ultra high linoleic acid (omega 6) but the seeds defence chemicals are also at play. Furthermore these free fatty acids compete with glucose for oxidation into our cell tissues. Therefore these highly unsaturated fats are the real culprits for the high sugar metabolic syndrome. This is called the Randle Cycle effect. Even excess polyunsaturated fat foods are causative   Ref: Ray Peat PhD . . btw animal fats like lard also contain high omega 6 fats which can be as much as over a third in pigs and chickens due to a diet of soy corn grains seeds including their inhibitors (also in egg yolks)"", 'Stuck inside your cells, let that sink in. No pun intended. 😬', 'McD’s potatoes are nuked with extra pesticides due to the size requirements.', 'So no one is gonna point out that half the fries are mysteriously gone? 🤔 😂', 'Another reason not to eat at McDonalds….SAY NO TO MCDO!', 'The new cancer sticks…', ""It's okay because the pharmaceutical industry has a pill for the Poison McDonald's feeds you!"", ""It's worse than crack 😂🤣"", ""Haven't had McDonald's or any fast food since 2012. Its easy to stop eating junk."", 'So, live smart and avoid McDonald French Fries all together -', ""and yet seed oils are everywhere, unfortunately unless your deep into either the fitness industry or eastern studies most of this is going to be unknown, i've had friends ask me why i'll use butter and bacon fat to cook with instead of vegetable oils.... unfortunately even when folks learn something they're typically stuck in their ways"", '😳 This should be a commercial.']",19
21,z4Lx1x6mNVc,[],0
22,D318YEnHPeg,"['I had a wart for about 10 years and tried \nACV soaked a cotton ball and taped it to wart for like 3 or 4 days about 30 m a day, it literally fell off and healed 😂', 'It definitely helps to have a stronger immune system.', ""Where's the link to the full video about this?""]",3
23,lCHoCeUdoII,['Acid reflux absolutely interferes with my breathing.'],1
24,FJj5mY2KS2M,"['This list of foods I\'ll eat is getting smaller all the time. There are ppl in my life who refer to how I eat as a ""special diet."" It\'s not a special diet. It\'s a diet that consists of actual food.', 'Since i have started trying to serve healthier foods, it us amazing how little there actually is to buy at the grocery', 'My chiropractor told me 24 year ago, when going to grocery store you only shop in a large circle - what’s in the middle of the store is NOT Heathy!!!', 'The fact that our country allows crap in our food that other countries ban has been big on my mind lately. How are we supposed to be healthy when we’re basically being poisoned? 😞😢']",4
25,vSMmAjFCP4w,"['Both Vitamin D3 and Magnesium were transformative for me. \n\nI first discovered Vitamin D3 by a simple blood test recommended by my doctor and it showed I was extremely deficient in Vitamin D3. \n\nOnce I started taking 15,000 I.U. Vitamin D3 daily, all my body aches and joint pains went away completely, among other good things I noticed.\n\nI then discovered Magnesium because I was in search of an answer to why my cognitive skills were declining and my memory was shot so quickly.\n\nThe internet, YouTube Health University, Dr. Berg and people’s comments led me to concluding that I did NOT have early dementia BUT that I was severely deficient in Magnesium.\n\nI started taking (1) 425mg of Magnesium daily. The difference was like night and day. I mean it, the difference was so dramatic (for me) in all the BEST ways possible.\n\nI have Celiac Disease and wasn’t diagnosed until I was 50 years old. Nutritional deficiency is a major issue of having Celiac Disease. \n\nBut it does show you that how having nutritional deficiencies can GREATLY affect your overall health and immune system. 😊', ""I've been taking supplements since I was a teenager. About four decades ago.\n\nThings I learned later:\n\n1) You have to stop taking supplements for about a week perhaps every month - month & a half or your body will stop naturally producing some of the minerals & vitamins it requires & does make in some part naturally.\n\n2) Almost 83% of clinical depression has been found to be correlated with a deficiency in MAGNESIUM. This has been researched by medical centers & research facilities like UCLA Med center & known SINCE THE 1970s.\n Big pharmA might not want you to know, but F*** them, you know now.\n\n\n3) You'll get more of the important vitamins you find in spinach & kale from spinach. Which, ironically to some degree, contains more vitamin K than kale. 😯 However, kale does provide more vitamin C & calcium vs spinach for the same serving size.\n\n4) Magnesium requires vitamin D to process correctly. Vitamin D requires Magnesium to process correctly.\nFortunately I've been taking both since I began taking vitamins .\n\n(Thanks to Dr Berg for the last one)\n👍"", 'so.. vit. D + Mg ... and then vit. K2 mk7 (which distributes that Ca to proper/right places)... 👍☝️💪', 'Also, per Dr Berg, take Vitamin K-2!!!', 'Also, avoid magnesium oxide', 'Remember to get your daily sunlight', ""A proponent for true health. Can't thank you enough for what you contribute to the world."", ""Whoa that part about calcium build up in the joints!!! That's my problem!!! My chiropractor told me I was all rusted up like the tin man!! I take 10,000ius of D3 every other day but I don't take a magnesium supp alone just whatever is in my multivitamin or what I eat and drink!!! This might be the missing link!!!"", 'The best Doc ever 🤍🙏', 'Thank you,  Dr. Berg!']",10
