Video ID,Transcript
R34IcLIgaaA,now I've been experimenting with this and I found that I'm getting a lot of recovery after I do uh this cold water immersion I have this unit that I jump
qhv0_0n6zHw,so you probably heard of this Mediterranean diet being a healthy diet right um yes it might be true but what is not true about it it's not a
qqIAnbIL2J4,the beneficial bacteria and yeast in kefir can help break down the protein in milk like casine and other proteins into
hKXNgZe6AHY,to help you lower your blood pressure I recommend drinking one cup of this every single day now before I tell you what this is I highly recommend you also get on the ketogenic diet make sure you have
iD4MYygfrvE,what OIC does to the body is it increases a certain receptor called glp1 which helps slow down digestion thereby
FK6etkdOgm8,so these people that are cutting out red meat they maybe doing chicken breast which has way too many uh omega-6 fatty acids and it's definitely of lesser quality and so is like plant-based
LNguvTPcPMs,when you're in a room when the windows are not open and you're not getting enough oxygen because maybe you don't also have enough plants in your room which give you oxygen you may have a
YNVUc65A1sQ,you know there's some interesting root causes of sleep problems that you may have never considered before one is something related to sleep apnea but it's not really sleep apnea it's a situation where you just don't have
b-0oVmjfiEU,there are several very important mistakes that people make when they do intermittent fasting the first one is not doing the ketogenic diet with intermittent fasting and so it's going to be really hard to get into keto
jt1oERGNgzU,there's a condition called air hunger okay or another word for it would be dpia which is a situation where you just don't get enough oxygen that can create anxiety and typically people know that
TeEO1ng3iuA,so realize when you eat sugar you're kind of paralyzing your immune system and also when you eat sugar if you're female you're increasing your androgens okay that's there's a condition called
0rNBpyk_qmw,now if you're not consuming apple cider vinegar you might want to start let me tell you some of the benefits number one it helps insulin become more sensitive in other words insulin can now work
m-lAMiyRr9w,now listen when you're trying to lose weight many times people have this idea I'm not exercising enough maybe I'm eating too much or maybe I'm just getting older or it's genetics those are
W04hrjwuz_U,trying to figure out how to State this um there's one thing that we know for sure about dopamine no one really understands the complexity of dopamine
GsGEckgi0S0,now there are several ways to get probotics without taking a probiotic supplement so number one you want to consume fermented vegetables as in pickles sauerkraut or kimchi number two
M73Bm3tBteU,is this true or false one out of seven teens has either high blood pressure or elevated blood pressure what do you think well the answer is
-L1FScy3Jtg,now sulforaphane is a very powerful phytonutrient that can help in cancer anti-aging it's a very powerful anti-inflammatory but the question is
Deihn1FxlAk,did you realize that soda can actually melt your bones i recently did a video on this and there are three things in soda that you need to be aware of number one phosphoric acid which is an acid
_hTrFvFCnrg,did you realize that virtually all the cellular estrogen and men and women come from testosterone and so there's a certain enzyme called aromatase that converts testosterone to
Cc7xoNMaE4E,i want to just talk about hpv human papilloma virus which happens to be very very common 80 of sexually active adults have this virus and it's linked
7RpuR_GBn-g,i had a question recently from someone that wanted to know is it okay to do keto and intermittent fasting if someone's pregnant or lactating and the answer is
9H8RY8umqnI,now take a while to guess what part of the world is mostly deficient in vitamin d if you guess the middle east you are correct and it just so happens if the
hTUDMmCEYnU,so i have a question why do you think consuming high amounts of carbohydrates make you sleepy well if you answered high levels of insulin you are correct
Ldy8Z93qp7s,i did a video on this amazing exercise for shoulder pain the best exercise for shoulder pain is simple stretching on a pull-up bar okay with your hands going
rTyyc1oh1uc,all right so here's a question someone want to know can a chili pepper because it's so hot put me in thermogenesis and actually help me burn fat well yes or no it really depends on if the person's on the
LoFYyyFut74,you know i had a question from someone relating to that white ring around the eye they were a bit older and they wanted to know what the heck was going on with that and the answer is this it's very normal to have that white ring
IkzEtWNfOiQ,i want to tell you why europeans have less bloating when they consume wheat products than people in the u.s and it has to do with three things one
CXFKvgJI0PI,[Music] come on we're all gonna die of something
aWvqtgi65q0,can you guess what the biggest deficiency is in inflammatory bowel disease now if you said iron you are correct then vitamin d
LgpAB9SCGjA,i have a question out of all the foods out there what has the highest amount of phytic acid now phytic acid is that compound in food that blocks minerals like zinc
Fv4yH_Z4VbU,the most common reason for pain or tightness in the right side of your neck and shoulder is a gallbladder problem and so usually the person is not on keto they're eating
LZ-WdsRDdAc,i have a quiz for you what has more sodium the dead sea salt or sea salt if you guessed sea salt you are correct sea salt has 90
2R4Ua1iMudk,milk thistle extremely powerful in protecting the liver against poison like mushroom poisoning alcohol poisoning tylenol
0PINKb0MyAU,so here's a quiz question for today what is the benefit of chromium what does chromium do in your body if you said anything connected with improving your blood sugars you are correct chromium is
t_F7L81aoBw,all right i have another quiz for you what nutrient deficiency causes nauseousness when you're pregnant if you guessed b6 you are correct
vrx6Khc8x4M,all right here's another quiz for you what nutrient deficiency is most commonly found with IBD irritable bowel disease
DY9v2WhzIKU,all right what's the best exercise to increase your telomeres now the telomeres are the protective little ends of your chromosomes that protect the genes against aging and oxidative stress and so the
amLI98Dv5V4,now if fructose is so low on the glycemic index it's like 19 okay and glucose is so high it's a hundred
nWzU4Kp1DWE,okay so you have two major types of arthritis you have rheumatoid arthritis which is an autoimmune disease and you have osteoarthritis which is usually not considered an autoimmune disease but it
6FK-k05NSrA,all right this is kind of a disgusting topic but let's talk about it anyway what is the significance of green phlegm as in mucus versus yellow phlegm well it has to do
VmAy2MWx2GA,I want to mention how to get rid of knee pain especially if it's in the front part of your knee it's called anterior knee pain and the best remedy is to stretch the
MhKiKALF32k,all right this is an easy quiz question go ahead and type down what hormone determines what type of calories you will burn
oMmoRCQP7kI,all right so i want to answer the question what is the best cheese you could eat now this is a cheese right here from switzerland it's awesome raw milk cheese hormone free here's another one of my favorites
10px_5GVJ_U,should i eat before bed eating before bed can nullify growth hormone now think about it growth hormone is the major fat burning hormone it's the major
BJFqw7OR3Xw,now if you have pain on the front part of your knee or if you've been diagnosed with something called patellar tendonitis the absolute best stretch for that
Ays2lOShuPA,so why is it that some people get herpes simplex one when they go out in the sun now you may have been taught that the sun gives you vitamin d and vitamin d is really good
uOF9ZJ-wG24,i want to talk a little bit about dhea when would you take dhea as a supplement well your body makes it and it's used as a precursor to make estrogen
Cp87NtH2av0,all right so i have a quiz question what is behind a slow metabolism both in men and in women a situation in which you hit a certain weight and you can't seem
2KijtQnDZBk,one of the biggest concerns people have on the ketogenic diet is this fat you know 75 of all your calories should be fat now the reason why you shouldn't be
L0YMGcoXAKA,most people have this idea that the best thing to do for rehabbing a dysfunctional joint or an old injury would be stretching heat ice
ehzVVUNPKH8,did you know what the number one cause of liver transplant is in the united states it's actually taking tylenol and the problem with the drug and tylenol is
vjfVHloosgU,you know there's a really interesting study that i saw recently on salt it's actually a low salt diet that increases your risk for a heart attack so if you're consuming less than just one
DCVx5GQb4gE,so ultra processed foods are not really foods they're highly refined flour products they're very high in carbohydrate very high on the glycemic
cHqWvJmRzI8,now as you know when you buy extra virgin olive oil a lot of it's fake like 80 of it is totally fake and there's a really good way to determine if it's the
Wrv6erc3D7s,selenium very very important in your thyroid converting t4 to t3 but selenium is one of the most powerful antioxidants so take a while to guess what nut has
CghlQS3lQNw,so the question is what's easier to digest mct oil or coconut oil what do you think well mct oil is a hundred percent medium chain
qB5lj50JdqM,you know it takes about 20 minutes to consume two cheeseburgers medium coke and a medium fries which basically is over a thousand calories but it's going to take three hours
KBYWmjWWvUk,now when we're talking about insulin we're talking about your ability to lose weight because if the insulin is too high you're not losing any weight so the goal is to keep your insulin at the lowest level possible so most people
9V-u3u5_FNA,we're gonna talk about the seventh reason why you're plateauing with weight loss number one could be that your carbs are just too high you got to bring them down below 30 maybe even 20 grams of net
sIieJXTOwck,do you realize how many people have a fatty liver but here's the cool thing there's a recent study i did an entire video on this within 14 days in the ketogenic diet you can reduce up to 50 of the fat off of
haQXLosWycE,now what's interesting about your brain it only comprises two percent of all of your weight but it hogs one third of all of your calories it is a energy hog because it uses a lot of
-peCRup97JE,hey guys we're here in our front yard and karen just wants to say something go ahead hi and can you start the grill okay so that was it that's the uh tip of the day that was it i'm having a bad
WtIY5CgsxWk,tips on sticking to it how do i stick to it and i kind of looked at that and i think within a minute of fasting in keto it's a lot easier to stick with it because the cravings go away and you're
6VyjekMgRHg,i want to explain why some of your friends and family members think you're crazy for doing intermittent fasting and doing ketosis well this is why people do not do things they don't understand and
8YHjSVgKRvc,it's about calories am i consuming enough calories when i'm doing intermittent fasting we don't want you to go on a low calorie diet there's a little point that i want to mention that i think will explain why you don't need to do that when you go through autophagy
EYgGGVAw2X8,if you're thinking about doing intermittent fasting and you're hesitant because it's hard because you're not eating there's a couple things you can do to make it easier number one apple cider vinegar with water if you drink
oYjoWw8v6IA,so if i were to recommend the absolute best food for anti-aging it would be eggs but especially the egg yolks okay out of all my skype interviews that i do
SjR9Optt6go,i wanted to explain what causes palpitations the rhythm of the heart is controlled by electrolytes so it's usually a potassium deficiency it could be magnesium it could be a
fu23xjCjZoE,so i wanted to talk about your temperature recently i read one of the posts someone was very cold when they're doing intermittent fasting and so why was this is this normal well when any time you fast whether it's intermittent
6pNmqoeWIYY,how could eating fat actually help you lose your own fat okay it sounds kind of strange it doesn't make sense well first of all fat does not trigger insulin okay so insulin is what makes you fat now if
F_8XG8gobmU,okay so there's this hormone called growth hormone it's the main anti-aging hormone the problem is as you age it goes down and by the time you hit age 50 it's it's pretty low so you want to do
4OrHVoEOX1E,hey guys i'm back again i want to talk about acceptable fats on a ketogenic plan especially when you're doing event fasting i think there's there's a neglected fat that people don't focus on
_VMXFURJmEk,today i want to talk about sleep and the quality of sleep if you do not get enough sleep or your quality of sleep is bad it can really mess with your blood
0CoEQ0ROLTI,today we're going to talk about your skin wrinkles and what to do about it okay we're going to unwrinkle the wrinkles in your skin okay here's what most people do they focus
xLKktlt_fr4,hi guys i have another tip for you so i had this patient come to see me and she decided not to follow my program she wanted to see what i was offering and then she decided to work out with her
QxLmfudz49k,i have another tip and this is on how to increase your metabolism okay the way you want to do it is you want to make sure insulin is working in your body that's fixing insulin resistance and i have a lot of videos on that so that's
uLZHw0R70Ao,i wanted to answer a question someone asked me is it okay to do intermittent fasting on a high carbohydrate diet okay and the answer is absolutely no you don't want
EuDiudgfE10,hey you ever go to the mall and see those cinnabons do you like cinnabuns i mean they smell really good and they look really good i've never eaten one but
8KjfuMwnK5w,so people want to know why i don't recommend calcium very often i'm always recommending these other minerals like potassium and magnesium but not calcium why not
7auE8KFkDxk,hey guys i want to talk about a fatty liver if someone has that top roll around their gut or they have a protruding gut there's probably a 99 chance of fatty liver a fatty liver
nLtCTc9-x1M,so someone asked me what was my biggest mistake trying to get well um and i thought about it and i thought well basically the biggest mistake was not fixing the
-j-r_mS2wY8,okay so if you decide to do intermittent fasting and you do not do keto okay let's say you do your regular higher carbohydrate diet and
Slsnu0pEcmA,hey guys i'm back i just wanted to mention one point about salt i've been talking about potassium and magnesium but there's a lot of false information about salt in general so it's true that you need to avoid table salt this is
_u_qNmNNuBQ,hey guys here's the thing the number one question that people want to know about keto and intermittent fasting is is that is coffee is tea is taking my vitamins is
vOpofY2qeYs,hey guys all right i have another tip and this one is on an antiviral remedy there is a natural compound that you can destroy the mechanism and it dissolves
M3P9rc_1hak,hey guys i have another tip for you on magnesium uh i don't know if you know about chlorophyll chlorophyll is the blood of the plant it's the green stuff right here okay
uCWtbSok8QQ,hey guys i'm at a wrestling match right now with a friend's son i don't want to talk about performance and endurance one of the problems with wrestlers is they over train the train seven days a
i0kmerCZk54,hey guys i know i talked about cholesterol before and a lot of the videos but i want to just mention a couple little points about it that i think is very very important okay when you start to
49kS_26uvS0,hey guys i wanted to do a little video on the number one selling vitamin in the u.s okay this vitamin is the most popular vitamin and they sell close to a billion dollars worth of
HNm-kBPv0kc,so let's talk about the perfect ratio for imminent fasting based on the research that's out there the sweet spot is between 18 and 24 hours of fasting
nkW_e9RUuAc,"all right we have man against hill   i can't miss this opportunity all right let's 
give it a shot let's see if i can turn this"
s_4WpjqHePU,hey guys I just wanted to tell you I have a new mini course called rapid fat burning okay this is like taking he dough to the next level it's keto on steroids if you want
EXTsN9sBZVg,I'm waiting waiting waiting on your call to tell me that you want to come over to give me that good good good love
9_6t6Dxqhaw,all right St out with some uh Pull-Ups here on the Rings get about 10 of these here uh weight is down to about 260 so these get obviously quite a bit easier
_IhW4ODArwA,I want you I need you oh God don't take these beautiful things that I've got
QbFK_eWMgSw,I want you I need you oh God don't take this beautiful things that I've got
iQCzOEkL8IQ,hey folks uh May 31st through June 2nd I'll be in Austin Texas at the hack your health Summit uh Palmer Event Center I'm speaking several of the days there on
DlSVUpvmuh4,did you know that there is a 2020 systematic review looking at meat eating and mental health dis disorders uh what they found was that those that avoided
Hdp5Iap6F9E,did you know that a study looking at 175 countries showed those countries that consumed the most meat ended up living the longest if you didn't know that now
BQi5wh7-30I,so a compound known as carnosine is found in Rich abundance in things like red meat particularly beef carnosine has been shown to protect the brain against
78qhku8gPTk,a 2018 study out of Stanford showed that those that had low carnitine levels were much more likely to suffer from major depressive disorder did you know that
eR21yeVnMFw,I'd like to start my day off with some fat sugary Bull and no energy please yeah no problem now we do offer a couple different options would you like an entire bowl of cookies an entire bowl of marshmallows or just a bag of sugar uh
fJbQg-pTdvE,all right I'm back on the rowing machine again for 100 meter uh push here trying to rebre the world record which I just set last night world record currently stands at 13.8 seconds for the 55 uh
1YoXIKeEvlI,there's no meat no no no meat just a little bit of chicken this vegetar because it's more vegetable than the
IlBMhng1eMM,what happens when you eat a bunch of meat well you stop eating junk and you get healthier and I think it's I mean it's clear to me uh these issues that we have today didn't exist 50 75 100 years
SwVwHgiCRKQ,are you hungry do you want to feel full but also feel life do you want to be able to eat affordably do you want the most nutrient dense food on the planet guess what you can grow your own sprouts look at this salad broccoli Sprouts mung
JYBFa9A76a0,Sprout Sprout Sprout Sprout what's my favorite food Sprout what do my power M Sprout what do I eat everyday Sprout yeah
WfvS0lfUe0Y,to my new series where I give up eating meat and I see how long I can go vegan well that's long enough I need a
l-3cPxacUgY,the All Star need no music the All Star no music the allar noic I said all we need is the king of the [Music]
tyXZdFEouho,Bill Gates claims that cattle produce more pollution than running Vehicles so I have a proposition I will lock myself in a garage with a cow overnight and he can lock himself in a garage with a
y4RKkgopQIs,there's no meat no no no meat just a little bit of chicken this vegetar because it's more vegetable than the
CcEhgiG8_VQ,some of the things that we're doing is first messaging we got to reach the consumer where they are so we're advertising about cereal for dinner if you think about the cost of cereal for a family versus what they might otherwise
H5oxUYzBnTs,so what happens if you combine the power of therapeutic carbohydrate reduction with specific elimination diets it's quite amazing to
OmRNAicd9mY,so let me get this straight I'm supposed to believe that red meat rots in your colon causes cancer diabetes heart disease chronic inflammation hypertension gout kidney stone stroke acne IBS and climate change yet humans
duHeIluSza4,so anyway I was just walking around up here in Whistler uh British Columbia in the village and ran into a fell believe his name was Todd who says he's a part-time cattle rancher uh he was talking about his wife Janet who
itS_Elw0gd0,all right this has been a long-term Target of mine haven't been able to do this I've been shooting on this for uh the last six or seven years finally got it today 500 lb for 10 reps uh dead stop
_uuFxZpjnAU,I'd like to start my day off with some fat sugary Bull and no energy please yeah no problem now we do offer a couple different options would you like an entire bowl of cookies an entire bowl of marshmallows or just a bag of sugar uh
a4Rdxoxqwf8,hey guys let's take a moment to talk about inflammatory bowel disease that's Crohn's disease or also of colitis if you know some from suffering from that you know it can be an absolutely awful awful uh disease which can result in
PETwZVxH1GU,all right as many of you guys know the healthc care system has gone through a lot of changes over the last several decades many of them negative you know despite all the technological advances we see more and more people that are
9aHcFUjuLgE,hey folks dementia has been in the news quite a bit lately and interestingly enough there's a study here that looks at the relationship between sugar consumption and dementia and what it shows is that between the lowest
kbnA4lKuPvE,[Music]
ldrYZxSmD0w,steak cake I cannot believe that came out that good wow gently score each side this will way to give it a nice thick double crust on the steak and we got two fillets bunch of salt on there for that
jAbfRS82-cU,vegan for 14 years and I would not say I feel amazing in fact there are several little ailments that have popped up since going vegan gray hair crows feet
pLYS9uMS6Fs,how long have you been a vegetarian since 2015 right so can I just ask you something and I I don't want to be mean you know I don't want I I don't want to do it ask ask I don't ask you
75NxPChdRpw,why is the vegan Community getting larger and larger man I met a lady the other day talking about I'm a vegan and I'm picky I'm a picky eater I bet you is picky picky eating all the you
-pL9abJGxn8,[Music] now let me see you Dr it to the drop Dr it to the
8Nc6E3rru2Y,hey folks do you or a loved one that you know suffer from metabolic disease diabetes obesity uh autoimmune disease inflammatory disease if any of those
iU_fDXY2Wto,go y don't like the Dance come on do the chaa shorty Spanish she like to call me Papa true fact everything I do they call it Flocka all they do was copy me I call them Walker she wor about my hoes I had the blocker had to kick off the list I'm
UjZMv1CeG3k,[Music]
aK9sqSx3LIY,hey folks it's Dr Sean Baker hey join me live in Austin Texas May 31st through June 2nd for the hack your health Summit I'll be speaking on panels there for Q&A
VlekzhBTPIU,1 lb loaded up on this Kabuki strength trap bar uh that's 455s 245s 235s 225s 22 lb plates and a 66 lb Kabuki
qnCQe7bNM_Q,all right 215 lbs on the bar that's a 4535 and and a pair of nickels uh lifetime best is 230 and this was this was not easy this 2115 here but pleased
fVoplWgtnK4,all right folks conventional wisdom says if you go on a low carbohydrate diet particularly if you eat a lot of saturated fat which you often do it will lead to your LDL cholesterol Rising well
G2T9bY0Ankg,eating habits I've been doing really really well so I don't know other than the fact that I'm putting on water so you're saying you gain 60 pan of water on a car right here because you're
lO51fgsV2nA,VI I was fall free i b free I'm fall
1yJ3XUQaDx8,the problem is bureaucracy and big government is insanely inefficient like if you were talking about if there was some sort of uh Private Industry and the
QoLTdGg6N3U,I mean You' been a comic for a long time right and that's got a tough lifestyle that in way cuz you're out late at night all the time drinking smoking partying I mean are these guys because I mean obviously the UFC fighters are a different breed than the comics and are
qBhatGfi77g,[Music]
GfwPPsTjdgQ,I love vegan food this beautiful Majestic creature was 100% vegan and fed nothing but the best grain grass and corn and it's absolutely delicious
wm5pkEpuZ6w,the reason why all that garbage is like it's so addictive it's so delicious you know and it's clearly targeted for young people clearly that I talked about and I think you know it's in that list that I
ZwQg5x59qmU,all right playing with a little more Nordic curls these are 20° regression so 20° away from being flat I was you know slowly getting better at the I did a triple here uh getting better better
Q1NVmSX42Fs,VI I was B free I was B free I'm fall
VwqdWKcQYRk,is left out of the blue zones I mean the longest life expectancy in the world is in Hong Kong and they also have the highest meat consumption in the world not a Blue
JjDnwP6un6c,sure I'm 40 you're no sorry you're 40 yeah get the out 40 years old don't really look 40 tell us what the carnivore diet is basically I just eat
xiCuEjrJXkQ,[Music] all right little deadlifting action here this is 336 lb on the Kabuki strength trap bar 255 lb plates and 125 lb plate
-cKpJtklVfM,and I went to those guys to the beef check off and I said hey look we want to spend a little bit of money to do a study on beef versus diabetes because we know the results are going to be then the people are going to they're going to go on an all meat diet or a close to all
AF5ZBQtPLx0,is considering stopping physical fitness tests in schools over concerns they lead to bullying and body shaming so good job getting jym cancelled you fat
XZEramYcQBI,love cupcakes I really really really love cupcakes do you also love getting diabetes no I don't know what that
zABiEE6J__A,actually am a dietitian I only have one client though which is quite unfortunate um his name is Nicholas he's
