Video ID,Transcript
0a790Ti63Gw,today we're trying the viral cucumber pepper snack I'm addition and this seems like a fun way to eat vegetables so I'll try it out and give my two cents on it all you need are cucumbers mini sweet peppers add both to the Bowl
07yNw7rMFWs,as most of us know I have ADHD and this is my simple trick for getting in more veggies throughout the week I'm welcome back to episode 10 of realistic nutrition tips make a vegetarian that you can eat
IbsXsI9rtAk,so people have been making ice cream out of cottage cheese I'm a dietitian and we're gonna try it out today first you're going to take a container of cottage cheese some strawberries some honey now we're gonna blend this after blending I'm just going to add
29NFFYP6ETY,welcome back to the series where I show you one week of dinners you can make with one grocery list for our last day we're making a 30 minute garlic herb salmon dinner the best thing about this meal is that you don't have to wash a lot of dishes afterwards because everything goes on the baking sheet I
ft45mlqPlEM,welcome back to the series where I show you one week of dinners you can make with one grocery list for day four we're making one of my favorite go-to dinners when I'm feeling lazy I need a home-cooked meal in under 15 minutes it's a Chipotle bowl and you can add as
VGmnwkepgMI,if you're trying to eat healthier but are overwhelmed with meal planning welcome to the series where I show you one week of dinners you can make with one grocery list for day three we're making a chicken orzo Bowl First You're Gonna marinate your chicken and then cook it on the stovetop and then in the
Lo5Xu-8DUN4,if you're trying to eat healthier but are overwhelmed with meal planning welcome to the series where I show you one week of meals you can make with one grocery list for day two we're having my five minute Sesame garlic tofu all you need to do is make this sauce with these
Y0s6IbUNgfI,if you're trying to eat healthier but are overwhelmed with meal planning welcome to the series where I show you five simple dinners you can make with one grocery list for day one we're making a one pot chicken pesto pasta first you're going to season and cook your chicken in a pot after that's
m3Xb36V_2vM,let's make breakfast for my friends I met them on the Internet a little over two years ago and we've been texting and FaceTiming since we've been planning
rR1QQZxPDpw,let's make kimchi first you're going to sprinkle salt on each leaf heat water and sweet rice flour until it
zfP9yZAgeLY,this is one of my favorite meal prep tools I'm a dietitian and welcome to episode 9 of realistic nutrition tips instead of freezing your soup in larger batches can be easier to pour them into these portion one cup silicone molds so you can easily pop them out and heat
2b9z_FwwDlE,I'm a dietitian and is what I ate for breakfast if you love a hot saver breakfast but don't want to spend more than a few minutes cooking try the spring chicken bone broth kale and mushrooms to a boil cover and reduce heat to medium for a few minutes adding quick oats and optionally nutritional
yJspQI7XeoE,I'm a dietitian and I'm having frozen waffles for breakfast and I'm gonna tell you why welcome back to the little Series where I show you what I'm eating and why before you say ill Kylie what dietitian eats waffles for breakfast me the answer is me because sometimes I
fmU41Ymn86Q,when I was 13 I briefly had a crush on a guy who was really into football so naturally he asked if I like football I wanted him to like me so I said oh yeah totally and then he said oh what team do you like and since we were talking over
wTGLwZXJ8kI,my stomach is not having it today we're making my favorite IBS friendly meal also one of my favorite meals even when I feel 100 and it is so easy let me show you just combine one tablespoon of soy
PNTmE9wiJB4,last time I showed you how to cook frozen green beans so today I'm going to show you how to roast frozen broccoli specifically how to prevent it from getting soggy toss the Frozen Flora some olive oil salt pepper garlic powder and paprika then space them out on a baking
7cqh6oOLuao,I've been seeing videos of people making sorbet out of frozen grapes So today we're going to try to do that all you have to do is add Frozen grapes and a little bit of lemon juice and all we have to do is blend this
FQSPN88ZnAk,here are foods I would never buy as a dietitian I wouldn't buy this because I prefer the barbecue chicken pizza much more I wouldn't buy this because my mom had a blueberry waffle face when I was a kid and I ate so many that I can't even look at them I wouldn't buy this because they're too thin and crunchy and the
DKbanV5SCxs,and this is episode 8 of realistic nutrition tips instead of buying fresh produce and having it go bad before you finish it let me show you how to cook some frozen veggies today I'm going to specifically show you how to cook frozen green beans add your frozen green beans
kEOu0kEMFTo,I like protein bars but I love my no-bake chocolate peanut butter protein brownie even more because not only do they have 10 grams of protein but they're so delicious and so easy to make let me show you how to make them you're going to mix together almond flour two
DxFc-CWBu_g,so I saw a video of someone who was toasting their tofu So today we're gonna try it but instead of putting the tofu directly in the toaster like the person was doing I'm gonna use these reusable toaster bags so I don't cause an electrical fire I'm using extra firm
R2VK5UM6_xQ,I'm a writing and this is episode 7 of realistic nutrition tips you can start today and this is specifically for all my past lovers out there who hate doing dishes if you're making pasta and want to include a veggie in your meal add it to your pasta while it's still boiling
qjpohStyejU,this is my super easy and quick 30 minute dinner just kidding it took two hours but did you believe me like how I believe the food blog that told me this wouldn't take longer than three minutes either way this is my hiya for dinner tonight
96w2vyH05-g,I'm a dietitian and I'm also technically a nutritionist however not all nutritionists are dietitians let's talk about the differences between the two because there are big differences depending on what country you're in in the United States dietitians must meet
FnxEWjYEj_4,so apparently heart of palms is supposed to be a healthy low-calorie snack that resembles string cheese I'm a dietitian and today we're going to try this and talk about this this is what it looks like but you can just peel it apart
psLBKgXQppY,I'm a dietitian and this is episode 6 of realistic nutrition tips that you can start today if you want to increase your protein intake add bone broth to your rice or quinoa when cooking one cup of bone broth has 10 grams of protein this way your rice will be super flavorful
QG6-FQ2U7WI,I always thought I was lazy but it turns out I just had ADHD growing up I always looked at other people's meal preps and Healthy Lifestyles and as a dietitian I thought there must be something wrong with me since my life didn't look like that especially since my life is
8US8t96-WEE,hot take but breakfast is not the most important meal of the day dinner is well at least for me I look forward to dinner because days have gotten to be overwhelming and dinner is one of the only times I can actually allow my brain
qzVuvyn4w6Q,part two of foods I would never buy as a dietitian I wouldn't buy this because they're much more fun to eat when they're shaped like dinosaurs I wouldn't buy this because I ate so much of these as a kid that I almost vomited and now I'm scarred I wouldn't buy this because the box is damaged and I wouldn't buy
uCm007BPvPg,I'm a dietitian and is what I eat for breakfast and I promise this only takes five minutes I cooked quick oats with soy sauce and grated Ginger after a minute I removed it from the Heat and stirred in white miso last but not least I topped it with edamame green onions
TQLTuAPMJtc,I'm a dietitian and this is day five of realistic nutrition tips and this is more related to cooking because sometimes the key to good nutrition is taking steps to learn how to make home cooking more manageable so whenever you're preparing vegetables keep a mini
z_2PiGgCYIE,Euro Foods I would never buy as a dietitian I would never get this because chocolate cake is much more delicious than red velvet I would never get this because I'm extremely lactose intolerant and will have diarrhea I would never buy this because I highly prefer smooth
H0f4_XHNRNs,apparently the raw carrots out that I'm about to show you is supposed to balance hormones I'm a dietitian let's see how it tastes and talk about whether or not this works so first we're going to shave our carrots then add extra virgin olive oil some
SFLfz3K_21A,let's make a dish for a cultural food party so we're all supposed to bring food from our own culture and I really thought about this because although I'm Japanese being from Hawaii is obviously a big part of my identity and it's so underrepresented given how small the
lExxiSII-lA,do you like smoothies but hate cleaning it let me show you this easy trick instead of soaking this and then just not washing it until hours later pour some water and some dish soap and blend
nsN68mzmPrw,I'm a dietitian and this is day four of realistic nutrition tips if you're like me the sheer idea of gathering ingredients for smoothies in the morning to make a smoothie can sometimes be overwhelming so I like to make it easier for my future self by doing this it's as
AkrXs5WxjT0,meal prepping can be hard so let's prep my easy mason jar noodles let's add the base first which is chili garlic oil soy sauce sesame oil and vegetable better than bouillon then add kimchi snow peas
27IqAin0tYw,I'm a dietitian and these are mindsets about food that need a change in 2023. I saw someone do a video on this and really enjoyed it so I wanted to do my own version just because something is non-GMO doesn't mean it's healthier that juice cleanse will not detoxify your
z9ZwQVUIIkE,what I did on my last day home in Hawaii first I went to the kakaako farmers market to shop local walk around and eat I got a steamed bow bun which was so good then I went to go looks to get okazuya which is a local style Japanese
SF9LzyUK5OQ,every time I come home I visit this Indian vegetarian restaurant I had a close friend pass away unexpectedly a few years ago and she used to share places she loved the people she loved and this was one of the places that she shared with me and the rest of our
ACzq2lsX2k8,as an Asian American I feel conflicted about my culture and not because I'm not proud of it or anything but because I feel like there are aspects of my Japanese and Okinawan culture that I'm not even familiar with since so many
vH4le-bGWtc,let's make a Japanese New Year's dish together namasu is an easy vegetable side dish that takes very little time first peel your diet cone then peel your carrot now that they're naked we're going to cut them into matchsticks
4zcFowmtEQw,let's make an easy dinner while I'm home in Hawaii this is honestly one of the simplest recipes and it takes less than 30 minutes today we're making teriyaki chicken which is a popular Japanese dish that's commonly served in Hawaii first of chicken thighs on medium heat until
EJiJmk7Jwho,everything I ate in a day while in Hawaii first I had this breakfast bibimbap with carrots bean sprouts water spinach kimchi mushrooms egg and rice and this was so flavorful and the perfect way to start my day for lunch I had to show you Aji poke bowl with rice
QGor7f96ai8,I'm back home in Hawaii let's make chapty for a Christmas dinner today making chopje which is a popular Korean dish with vegetables and noodles and I really wanted to make it for my fiance Alex whose favorite dish is chop Jay and for Alex's Korean Grandma who is also
-UZpmlhPiR0,everything I ate on my flight home to Hawaii for dinner I had this garlic pesto and diced tomato chicken bagel roll with Maui style chips and a Honolulu Cookie Company cookie The Bagel rule is fine basically everything you would expect but I did love this cookie
n7GoqHolyLk,what I ate at the unforgettable Gala which is an annual Gala that celebrates aapi leaders like simulu Batman Rock Sandra Oh Stephanie Shu Chloe Kim and many more first I started off with this delicious Sesame salad honestly any
Nq2NqlazqBA,let's make food for a picnic let's start with preparing our tuna speaking of tuna I used to hyperfixate on tuna sandwiches from Subway as a kid and I would always get the worst stomach aches after eating them and one day my dad watched me eat a tuna sandwich and he realized that I had
EcUmgWbzMmU,I'm a dietitian and this is what I eat for breakfast first I boil my eggs for six minutes and then transfer it to cooled water then I mix together soy sauce water garlic honey jalapeno pepper green onions and sesame seeds then I add
HtmeDIp4QhY,I'm a dietitian and this is day three of realistic nutrition tips if you can't stand cooking and the idea of cooking vegetables stresses you out get one of these to microwave steamer and it's going to make your life so much easier all you have to do is put water in this
Hx5LMQdtmK8,how I get my hair from this to this with no heat first I put my heatless curling rod on my head then I roughly divide my completely dry hair into small sections and wrap each section around the rod I work my way down and tie my elastic
IfGp016IaBM,I'm a dietitian and this is what I eat for breakfast if you crave something Savory in the morning this is for you because I'm making Savory oats yes oats can be Savory and they're so much better this way I'm bringing chicken bone broth spinach and soy sauce to a boil then I'm
8gIWivpcAfw,so apparently grapes tossed in lime juice and Jello powder are supposed to taste just like sour candy I'm a dietitian and we're gonna try this out so I have washed grapes here and now I'm just going to coat this in lime juice so now I'm adding the strawberry jello powder to this container and the orange
6shs5fSofi8,I'm a dietitian and I have IBS let's get my IBS friendly meal for when I'm not feeling well first let's make the marinade for a chicken
C7WP_oNlwXM,I'm a dietitian and I'm eating instant Ramen for lunch and I'm gonna tell you why welcome to the little Series where I show you what I'm eating and why before you say oh this is so processed and so high in sodium I would never then don't
ksCHUIWJdOM,I'm a dietitian and here are three foods that I'm avoiding this Thanksgiving one cherry pie because I don't really like the taste and I strongly prefer pumpkin pie two mac and cheese just because I'm painfully lactose intolerant and this
IP0bxHmNzp4,let's make cornbread for Thanksgiving I didn't like cornbread much growing up but then I had this cornbread I always associate it with my grandma because she made it so often and since she has late stage Alzheimer's now it makes me remember the times where she was able to
mLboOEwl1yA,let's make a friendsgiving dish together Thanksgiving used to be my favorite holiday growing up but when I went to college it suddenly became the holiday that I liked least mostly because as many of you know I went to school in Boston and I could not make it home to
LaxZ1MN_HII,are you constipated well apparently there's something called an internal shower which is a drink made of water chia seeds and lemon and it's supposed to naturally relieve constipation just like that I'm a dietitian and we're going to try this out so it's supposed to be a glass of water two
4aJ0gHbis38,[Music] hoes going back [Music]
76xHImc2-qc,I'm a dietitian and let's me apart for the week in under an hour we're going to start with making some rice now we're going to cook our chicken and I promise the next steps are super easy cook ground chicken then add veggies like broccoli snow peas and shredded
7aQFot1gb0Y,so I could get my first two surprise bags from too good to go I feel like I've been seeing this all over the Internet recently if you haven't already seen those videos too good to go with this app that lets people reduce food waste by letting people buy surprise bags of food from restaurants and you're
NnQRppljPtk,I spent an afternoon at the LA Google YouTube office and here's what it looks like I first got lunch with Mary Jo my partner manager at YouTube and Brittany my manager they did so many delicious food stations and everything was free as
1aHZX6UNVts,so apparently Frozen Cool Whip is supposed to taste exactly like ice cream but be lower in calories and healthier I'm a dietitian and we're going to try this out
pDxmaka1kwk,really what's your major oh it's mathematics wow you're so smart I could never do that I cannot keep having the same conversation this is
ck6YJBDgavw,I'm a dietitian and I hate meal prepping but today I will be trying again so let's me open my lunch for the next few days I personally find meal prep overwhelming especially when I'm trying to find meals I like and not get bored
GUAf4qm-vKM,I hate meal prepping so let's make super easy gochujang Sesame mason jar noodles that require minimal effort add your base first mines is better than bouillon soy sauce sesame oil gochujang and grated Ginger I'm adding veggies like
5mfqCV9X4F8,is not chicken it's actually shredded tofu and this barbecue pulled tofu sandwich I'm making is really easy and quick to prepare I just tossed it with a sauce baked it and heated it on the stovetop with barbecue sauce pair it
fhiYTPE4aKQ,I'm a dietitian and what I ate for lunch add rice to a sheet of nodi then sliced cucumbers some tuna mixed with sriracha and mayo and sliced avocado top with another thin layer of rice and fold into
wIZXalKXqaA,rating Foods I had in Amsterdam I had to try Indonesian food here I got everything you see on the screen and it was life-changing I will be incorporating more Indonesian food into my diet nine and a half out of ten I
Fvh1eJeOupQ,come with me as I take a cooking class in Paris before we cooked anything we visited the local markets and interacted with the local vendors there we were able to determine which ingredients were fresh and in season which then shaped our meal we spent the next few hours
36gbl51LLDA,reading meals I had in London this chicken kebab was so full of flavor so I'm giving it a nine and a half out of ten I'm docking it half a point because it was a little spicy and my stomach needed to rest after this but that was entirely my fault these eggs with the
oYWxNy7DNR4,what I ate in a day in London for breakfast diet eggs with sourdough toast sauteed spinach roasted tomatoes mushrooms and black Penny beans this was such a good breakfast and the beans were the best beans I've had in my life I
IfTkrdu-Yfs,everything I ate on my 11 hour flight to London for dinner I had to choose between a chicken fajita or vegetable cottage pie so I chose the chicken fajita and got this this came with a
fSf2ZEVS2wk,I went to college more than 5 000 miles away from home make dinner with me they talk about how it changed the way I viewed food just in case you're new here I was born and raised in Hawaii but I went to college in Boston and in case you haven't been to either of these
rcOw_moqt2c,it's time to meal prep my mason jar noodles you might have already seen my first mason jar noodle video but this time we're doing a miso broth so start with miso paste better than bouillon vegetable base and soy sauce
uQpqwR5H9hY,i'm not usually a mushroom girl but i am an enoki mushroom girl not just because they're fun to eat but also because they're high in vitamin b3 just rinse them pat them dry and mix together gochujang soy sauce sugar medium and sesame oil add them to a pan with oil
vWSsO_88BVc,let's meal prep my mason jar noodles you've heard of mason jar salads but this is even easier start with your base i'm using soy sauce oyster sauce and better than bouillon then pack your veggies i'm using snow peas and shredded
-jiJ8IzO17U,i'm a dietitian and i used to absolutely hate food make lunch with me as i tell you why i grew up as a really picky eater like to the point where i didn't want to eat food i had this intense fear of vomiting and ocd which ended up manifesting into a full-blown eating
L9Ydf8ZNfDE,so I got a box today and I'm pretty sure it's my Creator award for reaching 100 000 subscribers so I obviously wanted to share with you guys first since it's all thanks to you guys let's unbox this together
pbXxMRAQvms,I'm a dietitian and this is day two of realistic nutrition tips that you can actually start today I'm about to tell you one of my biggest tips focus on adding not subtracting instead of saying that bagels have carbs and that we should avoid them let's ask ourselves
WHtf5FhFfAY,i'm a dietician and this is what i eat for breakfast first add rice paper to a hot pan then chili oil and egg scallions and top it off with cupid mayo and sriracha fold it in half and that's it i make at least two of these and it only
UlVKpXOLtxg,i'm a dietician and this is day one of realistic nutrition tips that you can actually start today this tip was life-changing for me personally i used to get the worst stomach aches and bloating when i was a kid but it's because i eat too fast and finish my
awDtGXJsOUI,this is part five to five things i would personally never do after working as a dietitian let me know if you wanna hear more because i have more of these one i would never tell people that they have to avoid canola oil notice how people telling you to completely avoid it because it's inflammatory tend to have
ToUeoX5CPsc,make an easy dinner with me as i tell you fun facts about myself as you may already know my name is kylie i'm a dietician and i'm 27. i was born and raised in hawaii but i went to college and lived in boston for eight years but i moved to l.a last year to be close to
TKxAHxy1o7g,tell me what you like about them [Music]
8ygg9jrtVpg,i'm a dietician and this is one of my biggest recommendations blend your cottage cheese and make it into a high protein dip add cottage cheese garlic chipotle pepper cilantro and lime juice in a food processor or blender and blend one cup of this chipotle cilantro line
JeU4M9Phzrs,five things I'll never do after working as a dietitian I have more of these so just let me know if you want to hear more one I will not be spending extra money on alkaline water our bodies do a great job at regulating pH on its own alkaline water will not help with this
Sog9EN6e2Rk,this is part three of five things I would personally never do after working as a dietitian I have more of these so just let me know if you want to hear more one I will not be avoiding MSG Decades of research have found no link between Chinese restaurant syndrome and
JcPB-Dp6erw,this is part two to five things i would personally never do after working as a dietitian as i said before i have a lot of these so let me know if you want to hear more one i wouldn't buy organic just because it's healthier because it's not the dirty dozen and clean 15 are not
wYi6NqCUUEk,these are five things i personally never do after working as a dietitian i have so many of these so let me know if you want to hear more one i would never do a juice cleanse no it does not detox your body and no it doesn't reset anything two i wouldn't pay for a food
oXc7BMF9IoM,foreign
k3WztZdGB5I,the most delicious high protein dip and you won't believe what it's made out of first blend cottage cheese trust me i don't love the texture but the blender makes it light and fluffy then add one minced scarlet clove to basil leaves one teaspoon dill and oregano and black
PGVkXNhXPME,[Music]
dWyy0Ja8t44,boy well tell me what you like about him [Music]
zXfKuvuRRu8,today i'm going to share with you what i tell people when they say they want to start eating healthier you want to focus on adding not subtracting which means you want to focus on what you can add to your diet instead of what you want to take away let's take this bowl of cereal most people look at this and think i
T-GfxayE67U,as you all know i'm a dietician and there's something that many of us have been hiding from the public that i want to come clean about what i'm about to show you is an extremely concerning study that many of us are trying to cover up because it basically discredits
qxqegEG73Po,[Music] to pump me up feeling fussy walking in my ballistics trying to bring out the
NPzcK-nbVkQ,my name is kendall i'm a model my favorite part of my body is my height [Music]
sXCadXZX8mk,if you're new here i'm a dietician and people always ask what are your favorites in trudeau's like what do you love and boy do i have a list for you this is the most underrated product of all time like it is oh
9H4GWbpLng0,let's make an easy dinner while i'm home let's make an easy dinner while i'm home in hawaii i don't see a lot of koi recipes on here so i figured i'd share one of my favorite ones that you can make at home even if you're not in hawaii today we're making a dish called shoyu chicken first you're going to add
KfO5abKC55U,as we all know already i'm a lazy dietitian and today i'm going to show you my one minute no cook trader joe's meal so first i'm going to take a little bit of this bruschetta sauce and i'm not italian so i'm so sorry if i pronounced that wrong i realized i didn't show the
VNd4Bx2MWK4,if you have a perfectly normal poop every single day and have never had stomach issues this video is not for you okay now that i'm a hot girl stomach issues are here let's make a super quick and easy ibs friendly dinner as we all know i have ibs and my dietitian which makes for a pretty interesting combo
jfYbXMq93n0,[Applause]
A2LLKqX8Phg,i'm a dietitian and today we're going to have natto which is fermented soybeans a very healthy traditional japanese dish so you're going to want to mix it just like that then you're just going to
O8YAE94zlws,today i will be worsting my ibs to show you a super easy meal that you can make in under 10 minutes i might be a dietician but i'm just like you sometimes i'm lazy and tired and sometimes i want to cry instead of cook
f_zfbwg-w7E,[Applause]
l1ZThDZrofw,i'm a dietician and let's review what these doctors eat for lunch looks great it looks like she also has some greens on her plate so very well balanced meal it looks like she has more than just avocado and chicken on her plate but i'd recommend adding a carbohydrate for more energy this looks
fziHHReY4jM,i'm elisa dietician and this is what i ate for dinner first to cut up some pizza crust and topped with pizza sauce and mozzarella now add some veggies i'm going to use yellow orange and red bell peppers i'm adding shredded chicken in this case leftover rotisserie chicken
RTmKGoOaiUo,dietetics and becoming a dietitian was an eye-opening experience especially as an asian person in a white dominated field around 85 percent of dietitians identify as white and since all my professors were white they weren't
czEr4PiXAvA,so i saw the viral trend of people grating eggs and avocado toast and at first i was a little disgusted but then i was really intrigued i just need to know if it's good so first i'm just gonna spread a lot of avocado on my toes
Sk4_KMnL6bQ,[Applause]
9kyeawQti6M,me making myself soup every day after finding out how easy it is so i'm a japanese dietitian and this is how i make miso soup in five minutes by endashi and four cups of water and bring to a boil once it's boiling you're gonna want to reduce the heat this is
NysjTea3V9A,shhh
XhxuutNo2Xw,i'm a dietician and let's review what these doctors ate for lunch i love a good soup especially during the winter and i like that the soup has some protein and a lot of veggies okay whoever is having filet mignon for lunch is obviously doing something right with
a4o4XGOSGcI,how do i eat healthy and lose weight well you want to eat fruit but not too much because fruit has a lot of sugar and sugar is bad for you avoid carbs because it's bad for you and raise blood sugar levels but also carbs are your body's main source of energy you have to
8WREPQNfyq0,if i told you you can eat this and still lose weight most people get stressed around this time of the year because they're scared to gain weight so they try different diets in order to lose weight the most common thing i see people do to lose weight is to cut foods
X7RWQeHHc6A,i'm a lazy dietitian and this is what i ate for dinner [Music] this is your sign to get over your fear of tofu and to cook it in a pan add in frozen veggies
-dr381d2vMk,yeah it's time to organize my fridge
nd8tZuJKDa4,hot cake but raw tofu is delicious and it's the best meal for a lazy person how do i know this because i'm a lazy dietitian and this is what i eat for dinner
lKk_gQ9wxRo,hope that you choke on a piece of concrete and literally go to hell i will see you in [ __ ] hell you [ __ ] [ __ ] you [ __ ] liar you [ __ ]
jjL9LDBiock,dietitian and these are things that i think are a waste of money number one alkaline water it's overpriced you don't need it just drink regular water number two waste trainers it honestly breaks my heart that these are popular they're not
2-hhCcuznc8,the best snack
lXYzt1q3hFs,these are the best and worst asian trader joe's products part two i love mochi ice cream and these are actually great especially the strawberry the crispy crunchy mochi rice nuggets are tasty and satisfying and i find it weird that no one ever talks about them the
2M1Rzp2sR48,this is what a lazy dietitian eats for lunch first get your bread i use sourdough and spread some trader joe's green goddess dressing on one side add turkey slices i like black pepper some avocado greens pepper and drizzle with
lyQ__en_zoM,these are the best and worst asian trader joe's products the steamed chicken soup dumplings are fantastic 10 out of 10 lives up to the hype soy sauce is one of the worst soy sauces i've ever had would not recommend the japanese
wCuI5OrjhGI,welcome to another realistic non-diet what aena day as a dietitian started with my soy milk latte of course then I made some oatmeal with some protein powder in there added some peanut butter
e-xHZopzuUk,things people have yelled at me for on the internet as a dietician number one saying that seed oils aren't complete poison number two eating unhealthy food or really anything that's not green
LFrT3oEW02w,apparently this one original Crispy Cream dut has nearly 100 ingredients they also have Valentine's donuts for the day of love it would be very loving to give your loved one a donut that has nearly 300 ingredients and there's 25 g
FaGnvfxTPPA,this is the most important piece of advice I can give hey everyone I'm Abby sharp I'm a registered dietician and there is a lot of shady extreme hyper restrictive weight loss advice floating around right now skip this meal cut out
an8UREDhAFA,okay so I just bought a brand new ninja creamy Deluxe because my first one blew up so let's make protein ice cream I'm just going to add in our non-dairy milk here I'm going to do two full servings of our new Theory chocolate plant-based
2y8ZmEMOhVg,love me a wedding a day that doesn't start with a full-on body check okay so those eggs look amazing
85PSwShkqiE,so the first thing that we're going to do is we're going to take our donut pakas and our nectarin and we're going to cut them in half now for your jelly filling what we're going to do is we're going to take the jelly from one of your figs we're going to scrape it out and then we're going to put it in the middle of the dut so it tastes like raspberry
Dbr1o0Wo3rE,I love when you insert yourself into things that have nothing to do with you you don't have a goal body so why listen to you I am so glad I'm at a point in my life and my relationship with my body where I read a comment like this and I
egjMGkzTLf8,[Music] I'm sorry what did I just watch who approved that ad like why are we putting young size zero women into shapewear not
eZWzSz2okXc,I love omad and I don't no but I'm glad this is working for Gabby but as a dietitian I'm not a fan of the omad diet and I'm going to tell you why it is next to impossible to get all of your micro
9ZU8GgDRQpA,this is wild Kelly rea's trainer just revealed exactly what Kelly eats in a day and honestly I am shook what has shook me to my core is that this diet is
EbH6w94J_ZE,If This Were my family and I was visiting for the holiday I would be putting this piggy in the microwave and
nm6HKabxdBw,[Music] all the millennial women who have been burned by D culture are like in the
x3-jCOGtEVU,get love this breakfast carbs and protein are really important for before any kind of physical activity like a big rehearsal I mean I might even add some fruit in there for some extra carbs to
IJq8W4ixR3Q,welcome to a body shot free day of eating we were shooting so I made a quick protein shake using my brand new theories 2inone plantas probiotic protein powder I was feeling like
CKsWRpCAci4,my 17-year-old daughter thinks I'm an almond Mom I don't think I am so let's do a pantry tour and you guys can decide I would say a pretty good litness test for whether or not you're an almond mom is if your kids believe that to be true
z1WYXX5bo_g,the supplement world is a broken industry it is truly the Wild
Jd3Z9F1sqjo,as a dietician I never drink or eat fat-free Dairy and since you asked I'm going to tell you why so it is true that most official nutrition guidelines still recommend low or no fat Dairy we're now learning that higher fat Dairy contains
YoinrR3DsUM,every morning my mom drinks this 900 calorie drink that I think is absolutely absurd so she grinds up some almonds and pumpkin seeds because she says chewing it just too much work so she just grinds it all up and then she adds in some olive oil a lot of cre do this where they add in raw olive oil for the healthy fats along with some hem seeds
fOn9OPilmRU,since when are rice cakes healthier than
XGxm0Kp0PjM,if you're trying to lose weight this is one of the simplest and most important things you can do one of the most evidence-based ways to support your weight loss without extreme restriction is to eat a high protein breakfast
FxqlFmnKvWE,does chewing gum release the same appetite suppressing chemical in weight loss drugs like OIC you know I was hesitant to respond to this question because I think it has the potential to encourage very disordered behaviors but
